country,year,wave,sex,age_6,education_c,education_l,A124_02,A124_06,A124_07,A124_08,A124_09,C002,E036,E037,E039,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,G006,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_13,E069_17
IDN,2006,5,2,1,-4,2,1,0,0,0,0,1,6,5,5,2,1,1,1,1,2,2,2,2,1,1,2,2,2,3,3,3,2,-1,2
IDN,2006,5,2,2,-4,2,1,1,0,0,0,1,6,5,2,1,1,1,1,2,2,3,5,5,1,1,2,2,3,3,3,3,2,3,3
IDN,2006,5,1,2,-4,1,1,1,0,0,0,1,-1,8,-1,9,1,1,1,1,1,3,4,4,1,2,1,2,2,2,3,3,-1,3,2
IDN,2006,5,2,2,-4,1,0,0,0,0,0,1,-1,7,-1,8,1,1,1,1,1,1,3,3,1,2,1,2,2,3,3,-1,3,-1,3
IDN,2006,5,2,1,-4,2,1,1,0,0,0,1,7,6,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,-1,2,3,2
IDN,2006,5,2,4,-4,1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,2,1,-1,-2,-1,-2,-1,-1,-1,-2
IDN,2006,5,2,2,-4,2,1,1,0,0,0,1,7,7,4,5,1,1,1,1,2,3,3,3,1,1,1,2,2,2,3,2,2,3,2
IDN,2006,5,2,2,-4,2,1,1,0,0,0,1,7,5,5,8,1,1,1,1,3,1,4,3,1,2,1,2,2,2,2,2,2,3,2
IDN,2006,5,2,3,-4,1,1,0,0,0,0,-1,-1,6,-1,-1,1,1,1,1,1,2,3,1,1,2,2,3,3,3,-2,-1,-1,-1,-2
IDN,2006,5,2,2,-4,2,1,1,0,0,0,1,-1,9,2,1,1,1,1,1,1,-2,3,3,1,1,1,3,3,3,2,-1,2,4,2
IDN,2006,5,2,3,-4,2,1,1,0,0,0,1,7,6,1,2,1,1,1,1,2,1,3,2,1,1,1,2,2,3,3,3,2,3,3
IDN,2006,5,2,2,-4,1,1,0,0,0,0,1,-2,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,-1,2,-1,-1
IDN,2006,5,2,2,-4,1,0,0,0,0,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,-1,3,-1,-1,-1,-1,-1,-1
IDN,2006,5,2,3,-4,1,1,1,0,0,0,-1,-1,-2,-1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1,3,-1,-1,-1,2
IDN,2006,5,2,2,-4,1,1,1,0,0,0,1,-2,5,2,2,1,1,1,1,1,1,5,1,1,1,1,3,3,-1,4,3,-1,-1,3
IDN,2006,5,2,3,-4,1,1,1,0,0,0,1,-1,9,1,2,1,1,1,1,1,1,3,1,1,2,1,2,2,3,3,3,2,3,3
IDN,2006,5,1,2,-4,1,0,0,0,0,0,1,10,8,9,2,1,5,4,6,8,1,1,1,1,1,1,1,1,2,1,1,1,3,1
IDN,2006,5,2,1,-4,2,1,1,0,0,0,1,6,6,2,1,1,1,1,1,1,1,4,6,1,1,1,3,3,3,4,-2,2,-1,1
IDN,2006,5,2,3,-4,1,1,0,0,0,0,-1,-1,1,-1,1,1,1,1,1,1,1,3,2,1,1,1,-1,1,-1,1,3,-1,-1,1
IDN,2006,5,2,2,-4,1,-2,0,0,0,0,-1,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1,4,3,2,-1,3
IDN,2006,5,2,1,-4,2,0,0,0,0,0,-1,-1,5,1,8,5,1,1,1,10,5,5,2,1,2,2,3,3,2,3,3,2,3,2
IDN,2006,5,2,2,-4,1,1,1,0,0,0,1,-2,5,2,2,1,1,1,1,1,1,5,1,1,1,1,3,3,-1,4,3,-1,-1,3
IDN,2006,5,1,1,-4,2,1,1,0,0,0,1,10,1,1,1,1,1,1,1,5,5,5,1,1,2,1,3,3,4,4,4,4,4,4
IDN,2006,5,2,1,-4,2,1,1,0,0,0,1,3,7,5,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,4,4,3,4
IDN,2006,5,1,1,-4,2,1,0,0,0,0,1,10,1,10,1,1,1,1,1,2,2,1,1,1,2,1,3,3,4,4,3,4,3,4
IDN,2006,5,1,2,-4,2,0,0,0,0,0,1,4,1,3,-2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,4,3,4,4
IDN,2006,5,2,1,-4,2,1,1,1,0,0,1,4,6,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,4,3,4,4
IDN,2006,5,1,2,-4,2,0,0,0,0,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,4,3
IDN,2006,5,1,1,-4,1,0,0,0,0,0,1,1,10,1,1,10,10,10,10,10,10,10,10,1,1,1,1,3,1,2,2,1,1,2
IDN,2006,5,1,1,-4,2,1,1,1,0,0,1,4,6,3,1,1,1,1,1,1,1,6,1,1,2,1,2,2,3,4,3,4,3,4
IDN,2006,5,1,4,-4,2,0,1,0,0,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1
IDN,2006,5,2,5,-4,2,0,0,1,1,1,2,10,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,4,3
IDN,2006,5,2,3,-4,1,1,1,0,0,0,1,10,6,5,10,1,1,1,1,1,1,1,1,1,2,1,3,3,3,4,4,4,4,4
IDN,2006,5,1,1,-4,2,1,1,0,0,0,1,10,6,10,3,1,2,2,2,1,1,1,1,1,2,1,3,3,4,4,4,4,4,4
IDN,2006,5,1,3,-4,2,1,1,0,0,0,1,5,10,5,1,1,1,1,1,1,1,6,1,1,2,1,2,3,3,3,3,3,3,3
IDN,2006,5,2,1,-4,2,0,0,0,0,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,4,3
IDN,2006,5,2,1,-4,2,0,0,0,0,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,4,3
IDN,2006,5,2,1,-4,3,0,0,0,0,0,2,3,10,6,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4
IDN,2006,5,1,1,-4,3,0,0,0,0,0,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4
IDN,2006,5,1,1,-4,2,0,0,0,0,0,2,4,10,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4
IDN,2006,5,1,2,-4,2,1,1,0,0,0,1,10,1,10,1,1,1,1,1,5,1,5,10,1,4,1,3,3,2,3,4,4,3,4
IDN,2006,5,1,3,-4,1,1,1,0,0,0,1,5,6,10,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,4,4,3,4
IDN,2006,5,1,4,-4,2,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,5,5,1,1,2,1,3,3,4,4,4,4,-2,4
IDN,2006,5,2,1,-4,2,0,0,0,0,0,1,10,5,6,10,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,4,4,4,4
IDN,2006,5,1,2,-4,1,1,0,0,0,0,1,10,1,10,10,1,1,1,1,1,1,1,1,1,2,1,3,3,3,4,4,4,4,4
IDN,2006,5,1,2,-4,1,1,1,0,0,0,1,4,6,6,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,4,4,4,4
IDN,2006,5,1,1,-4,3,1,1,0,0,0,1,6,5,2,8,2,1,1,4,3,1,4,5,1,1,1,2,2,3,3,2,2,2,2
IDN,2006,5,1,5,-4,3,0,0,1,1,1,1,5,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,3,3,4
IDN,2006,5,2,3,-4,3,0,0,1,1,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-1,3,-1,2,-1,3
IDN,2006,5,1,4,-4,2,0,-2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1,3,3,-1,-1,3
IDN,2006,5,1,4,-4,3,0,0,1,1,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
IDN,2006,5,2,1,-4,2,0,0,1,1,1,3,5,10,1,1,1,1,1,1,1,5,1,1,1,1,2,2,3,3,2,2,2,2,2
IDN,2006,5,2,4,-4,3,0,0,1,1,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,3
IDN,2006,5,1,2,-4,3,0,0,1,1,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
IDN,2006,5,1,4,-4,3,0,0,1,1,1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,3
IDN,2006,5,2,3,-4,2,0,0,1,1,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
IDN,2006,5,1,2,-4,3,0,0,0,1,1,1,5,7,4,1,1,1,1,1,1,1,5,1,1,1,1,1,2,4,2,3,3,3,1
IDN,2006,5,2,1,-4,2,0,1,1,1,1,2,-1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,3,2,3,3,3,1
IDN,2006,5,2,1,-4,3,0,0,0,1,1,1,5,2,3,1,2,2,2,1,1,1,7,1,1,2,1,2,3,3,3,3,3,2,2
IDN,2006,5,2,1,-4,3,0,0,1,1,0,1,9,10,2,2,2,1,1,3,1,1,4,2,1,2,1,2,3,2,3,3,3,3,3
IDN,2006,5,1,5,-4,2,0,0,0,0,0,1,5,6,5,1,1,1,1,1,1,1,5,1,1,2,1,2,3,3,2,3,3,2,2
IDN,2006,5,2,4,-4,2,0,0,0,1,0,1,7,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3
IDN,2006,5,1,5,-4,3,0,0,1,1,1,1,6,3,3,2,2,1,1,1,1,1,4,1,1,2,1,2,3,2,3,2,2,2,2
IDN,2006,5,1,3,-4,2,0,0,1,1,1,1,4,6,7,5,1,1,1,1,1,1,6,1,1,1,1,1,2,3,2,4,3,4,1
IDN,2006,5,2,4,-4,2,1,1,1,1,1,1,6,3,6,2,2,2,2,2,2,2,5,2,2,2,1,2,2,3,2,2,2,2,2
IDN,2006,5,2,1,-4,2,0,1,1,1,1,1,10,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,3,4,3
IDN,2006,5,2,2,-4,2,0,0,1,1,1,1,9,2,3,2,1,1,1,1,1,1,4,1,1,1,1,3,3,2,3,2,2,3,3
IDN,2006,5,1,1,-4,2,0,0,1,1,1,1,9,2,2,1,1,1,1,1,1,3,-2,1,1,2,1,2,2,2,3,2,2,3,3
IDN,2006,5,1,3,-4,3,0,1,1,1,1,1,9,7,1,1,1,1,1,1,1,1,3,1,1,2,2,2,3,2,2,2,2,2,2
IDN,2006,5,2,2,-4,2,0,1,1,1,1,1,10,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
IDN,2006,5,1,1,-4,2,0,1,1,1,1,1,10,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,3,4,3
IDN,2006,5,2,2,-4,3,0,1,1,1,1,1,9,5,2,1,1,1,1,1,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2
IDN,2006,5,1,5,-4,2,0,1,1,1,1,1,9,5,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,3,2,2,3,3
IDN,2006,5,2,3,-4,2,0,1,1,1,1,3,6,4,7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2
IDN,2006,5,2,4,-4,1,0,0,0,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2,2,2
IDN,2006,5,2,4,-4,1,0,0,0,1,1,1,6,1,1,1,1,1,1,5,1,5,5,8,5,2,2,2,3,3,3,3,3,3,3
IDN,2006,5,1,2,-4,3,0,0,1,1,1,3,6,4,3,5,3,2,1,1,2,1,3,2,1,2,1,2,3,3,2,3,2,2,3
IDN,2006,5,2,3,-4,2,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,3,2
IDN,2006,5,2,2,-4,2,0,0,1,1,1,1,8,3,4,2,2,2,1,1,1,1,1,1,1,2,1,2,3,3,1,2,2,3,2
IDN,2006,5,1,5,-4,1,0,0,0,1,1,1,5,1,5,1,2,2,1,1,2,2,1,1,1,2,1,2,3,2,3,2,2,3,3
IDN,2006,5,2,4,-4,1,1,0,-2,1,1,1,5,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3
IDN,2006,5,2,2,-4,2,0,0,1,1,1,1,6,8,3,1,1,2,2,2,1,1,3,1,1,1,1,2,2,3,3,3,3,3,3
IDN,2006,5,1,2,-4,2,0,0,1,1,1,3,6,3,2,3,2,3,1,2,2,1,3,2,1,2,1,1,3,3,2,3,2,2,3
IDN,2006,5,1,2,-4,3,1,1,0,0,1,1,6,4,5,2,2,2,2,2,2,1,2,2,1,2,1,2,3,3,3,2,2,2,3
IDN,2006,5,2,1,-4,2,0,0,0,1,1,1,5,2,8,1,1,1,1,1,1,1,4,1,1,2,2,2,3,2,3,3,2,3,2
IDN,2006,5,1,2,-4,2,0,0,1,1,1,1,6,3,3,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,3,3,2,3,2
IDN,2006,5,1,2,-4,2,0,0,1,1,0,3,6,3,1,2,2,2,2,2,2,1,3,2,1,2,1,3,3,3,3,3,2,3,3
IDN,2006,5,1,4,-4,2,0,0,0,1,1,1,7,3,1,1,1,1,1,1,1,1,10,1,1,1,1,2,3,3,2,3,3,3,2
IDN,2006,5,1,4,-4,2,1,0,1,1,1,1,10,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,2,2,-4,2,0,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,3,2
IDN,2006,5,2,2,-4,1,0,0,1,1,1,2,5,1,10,10,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,2,2,2
IDN,2006,5,1,4,-4,1,0,0,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,3,2
IDN,2006,5,1,3,-4,2,0,0,0,1,1,1,10,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,2,2,2,2,2,3,2
IDN,2006,5,2,3,-4,1,0,0,1,1,1,1,3,1,9,8,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,3,3,3,3
IDN,2006,5,2,3,-4,1,0,0,0,1,0,1,10,1,10,1,2,1,10,1,1,1,1,1,1,1,3,2,3,3,3,3,2,3,3
IDN,2006,5,2,4,-4,2,0,0,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,-2,2,2,2
IDN,2006,5,2,2,-4,2,0,0,1,1,1,1,7,5,7,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3
IDN,2006,5,2,2,-4,2,0,0,0,1,1,1,1,1,10,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
IDN,2006,5,1,6,-4,2,0,0,0,1,1,1,10,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,3,3,2,2,2,3,2
IDN,2006,5,1,3,-4,2,0,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,3,2
IDN,2006,5,2,4,-4,2,0,0,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2
IDN,2006,5,1,2,-4,3,0,0,0,1,1,1,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,-2,1,3
IDN,2006,5,1,3,-4,2,0,0,0,1,1,1,6,5,1,1,5,1,1,1,1,1,5,1,1,1,1,2,2,3,3,2,2,2,3
IDN,2006,5,1,3,-4,2,0,0,0,1,1,3,4,7,3,3,3,4,3,4,3,5,5,3,1,2,1,2,2,3,2,2,2,3,2
IDN,2006,5,2,1,-4,2,0,0,0,1,1,1,6,4,8,-2,1,1,1,1,1,4,4,1,1,1,1,2,3,2,2,2,1,3,1
IDN,2006,5,2,3,-4,2,0,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,3,2,2,2,3,2
IDN,2006,5,1,5,-4,1,0,0,1,1,1,1,10,1,1,1,1,1,1,1,1,6,7,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,1,4,-4,2,0,0,0,1,1,1,6,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2,2,2,2,3,2
IDN,2006,5,1,5,-4,2,0,0,0,1,1,1,6,1,1,1,3,1,1,1,1,8,8,1,1,1,1,1,2,3,2,2,2,2,2
IDN,2006,5,2,5,-4,1,0,0,1,1,1,1,5,4,5,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2
IDN,2006,5,1,5,-4,2,0,0,1,1,1,1,6,3,3,1,1,1,1,1,1,1,3,3,1,2,1,2,3,2,2,2,2,2,2
IDN,2006,5,2,1,-4,2,0,0,1,1,1,1,7,3,3,1,2,1,1,2,1,1,4,4,1,2,1,2,3,2,3,3,2,2,3
IDN,2006,5,1,4,-4,2,1,0,1,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,2,2
IDN,2006,5,2,3,-4,2,0,0,1,1,1,2,10,10,1,6,1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,3,3,3,4
IDN,2006,5,1,1,-4,2,0,0,1,1,1,1,5,2,2,1,1,1,1,1,1,1,1,2,1,2,1,3,3,3,3,4,2,2,3
IDN,2006,5,2,3,-4,2,0,0,1,1,1,1,10,10,1,1,1,1,1,1,1,1,10,1,1,2,1,2,3,3,2,3,3,3,2
IDN,2006,5,2,1,-4,3,0,0,1,1,1,3,6,4,5,2,1,1,1,2,2,2,4,3,1,2,1,2,2,-2,3,3,2,3,3
IDN,2006,5,2,3,-4,2,0,0,1,1,1,1,10,10,1,10,1,1,1,1,1,1,10,1,1,2,1,2,3,3,2,3,3,3,2
IDN,2006,5,1,5,-4,3,0,0,1,1,1,1,3,3,4,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,3,2,2,3
IDN,2006,5,2,2,-4,3,0,0,1,1,1,1,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,1,5,-4,2,0,0,1,1,1,1,3,10,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,3,3,2,2,3
IDN,2006,5,2,1,-4,3,0,0,0,1,1,1,4,2,1,1,1,1,1,3,1,1,4,4,1,1,1,2,2,2,2,2,2,3,2
IDN,2006,5,1,4,-4,3,0,1,1,1,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,2,3,-4,2,0,0,1,1,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2
IDN,2006,5,1,1,-4,2,0,0,0,1,1,1,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3
IDN,2006,5,2,3,-4,2,0,-2,1,1,1,1,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,1,3,-4,2,0,0,1,1,1,1,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,2,5,-4,2,0,-2,0,1,1,1,5,10,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,3,2,2,2,3
IDN,2006,5,1,1,-4,3,0,0,1,1,1,1,5,6,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,3,2,3,3
IDN,2006,5,2,1,-4,3,0,0,0,1,1,1,6,4,8,1,2,1,1,2,1,1,4,4,1,2,1,2,3,3,2,2,1,2,1
IDN,2006,5,1,1,-4,2,0,0,0,0,1,3,2,2,2,2,2,2,2,2,2,2,5,2,2,1,1,2,3,2,2,2,2,2,2
IDN,2006,5,1,5,-4,2,0,0,0,1,1,1,6,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,3,2,2,2,3,2
IDN,2006,5,2,4,-4,2,0,0,1,1,1,1,10,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,3,3,2,3,2,4,2
IDN,2006,5,1,2,-4,3,0,0,0,0,0,3,6,5,6,1,4,3,3,3,3,3,3,3,1,4,2,1,3,3,3,3,3,3,3
IDN,2006,5,2,1,-4,2,1,1,0,0,0,1,10,10,1,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3
IDN,2006,5,1,4,-4,3,0,0,0,1,1,1,6,3,1,2,2,2,2,1,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2
IDN,2006,5,2,4,-4,2,0,0,0,1,1,1,1,1,3,1,1,1,1,1,1,1,5,1,1,2,2,3,3,3,2,3,2,3,2
IDN,2006,5,2,3,-4,1,1,0,0,1,1,-1,6,5,9,10,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,3,3,3,3
IDN,2006,5,1,1,-4,3,0,0,0,1,0,3,8,5,6,3,3,3,3,3,3,3,3,3,1,4,1,4,4,4,4,4,4,4,4
IDN,2006,5,2,3,-4,2,0,0,1,1,1,1,6,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,2,1
IDN,2006,5,2,3,-4,2,0,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,3,3,2,2,2,3,2
IDN,2006,5,1,1,-4,2,0,0,1,1,1,1,7,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,3,2,2,2,2,2,2
IDN,2006,5,1,4,-4,2,0,0,1,1,1,1,7,3,2,1,1,1,1,1,1,2,2,1,1,1,1,2,3,2,3,3,2,3,3
IDN,2006,5,1,5,-4,2,0,0,1,1,1,1,6,6,2,1,1,1,1,1,1,3,4,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,1,3,-4,2,0,0,1,1,1,1,7,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2
IDN,2006,5,2,4,-4,2,1,1,1,1,1,1,5,6,4,1,1,1,1,1,1,3,3,1,1,2,1,2,2,2,2,2,2,2,2
IDN,2006,5,2,1,-4,3,0,1,1,1,1,1,5,2,2,1,2,1,1,1,1,3,3,1,1,1,1,2,3,2,2,2,2,2,2
IDN,2006,5,2,2,-4,2,0,0,1,1,1,1,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2
IDN,2006,5,1,5,-4,2,0,0,1,1,1,1,-5,-5,-5,1,1,1,1,1,1,1,1,1,1,1,-2,2,2,2,2,3,2,3,2
IDN,2006,5,2,3,-4,2,0,0,1,1,1,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,2,2,2,2
IDN,2006,5,2,2,-4,2,0,1,1,1,1,1,9,4,5,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,2
IDN,2006,5,1,4,-4,2,0,0,1,1,1,-1,6,9,6,5,5,5,5,5,4,4,5,5,5,3,2,3,3,3,3,3,2,3,3
IDN,2006,5,2,3,-4,2,0,0,0,1,1,2,1,10,1,1,1,1,1,1,1,1,5,1,1,1,1,2,3,-1,2,3,2,2,2
IDN,2006,5,1,1,-4,3,0,0,1,1,1,2,5,6,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,2,4,-4,2,1,0,1,1,1,1,8,5,4,4,1,1,1,3,3,1,4,1,1,3,1,2,3,3,3,3,3,2,2
IDN,2006,5,1,4,-4,2,0,0,0,0,0,2,10,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,3,2,2
IDN,2006,5,1,3,-4,3,0,0,1,1,1,1,6,3,3,1,1,1,1,1,1,1,3,1,1,1,1,2,2,3,2,2,2,3,3
IDN,2006,5,1,3,-4,2,0,0,0,0,0,1,1,1,1,2,1,2,1,1,1,1,4,1,1,3,3,3,2,3,1,3,3,3,3
IDN,2006,5,2,3,-4,2,1,0,1,1,1,3,10,8,10,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,-2,2,-2,1
IDN,2006,5,2,1,-4,3,0,0,0,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2
IDN,2006,5,1,4,-4,2,0,0,0,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,2,2,-4,1,0,0,0,1,1,1,2,10,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
IDN,2006,5,1,6,-4,2,0,0,1,1,0,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,3,3,2,3
IDN,2006,5,2,1,-4,3,0,1,1,1,1,1,5,4,4,1,1,1,1,1,1,1,2,1,1,2,1,2,3,4,4,3,2,4,3
IDN,2006,5,1,4,-4,2,0,0,1,1,1,1,6,7,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,2,2
IDN,2006,5,1,4,-4,2,0,0,1,1,1,1,5,3,1,1,10,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,2,3,3
IDN,2006,5,2,1,-4,2,0,0,0,0,0,1,10,4,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,2,1,2
IDN,2006,5,1,2,-4,2,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,3,4,4,4,4,4
IDN,2006,5,2,1,-4,2,0,1,1,1,1,1,8,4,2,3,1,4,1,1,1,1,1,1,1,2,1,2,3,3,3,-2,-2,2,3
IDN,2006,5,2,1,-4,2,0,0,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1
IDN,2006,5,1,4,-4,2,1,0,0,1,1,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,1
IDN,2006,5,2,4,-4,2,1,1,1,1,1,1,5,6,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,2,2,2
IDN,2006,5,1,1,-4,3,0,0,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,2,2,2
IDN,2006,5,1,1,-4,2,0,1,1,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
IDN,2006,5,1,1,-4,2,0,0,0,0,1,3,-2,-2,-2,1,5,1,1,1,1,1,6,1,1,2,1,1,3,2,1,2,2,1,2
IDN,2006,5,2,4,-4,2,1,1,0,0,0,1,8,6,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
IDN,2006,5,2,4,-4,3,0,0,1,1,1,1,5,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,2,1,3
IDN,2006,5,1,1,-4,2,0,0,0,1,1,1,4,2,3,2,1,1,1,1,1,1,5,1,1,2,1,2,3,2,3,3,3,3,3
IDN,2006,5,2,1,-4,2,0,0,0,1,1,1,3,3,2,2,1,1,1,1,1,1,5,1,1,2,1,2,3,2,3,3,3,3,3
IDN,2006,5,2,1,-4,2,1,0,0,0,0,1,10,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1
